production_id,device_id,manufacturer_id,date_id,units_produced,units_passed_qc,defect_rate,production_status,batch_number
PRD001171,DEV0042,MFG009,20190830,478,207,0.103,Failed QC,BATCH4592
PRD001172,DEV0033,MFG007,20190827,144,42,0.115,In Progress,BATCH3635
PRD001173,DEV0046,MFG003,20200424,37,16,0.0455,Completed,BATCH3834
PRD001174,DEV0049,MFG001,20201102,274,8,0.0608,On Hold,BATCH6953
PRD001175,DEV0023,MFG008,20200814,432,166,0.1353,In Progress,BATCH8879
PRD001176,DEV0041,MFG010,20200213,29,13,0.1191,Failed QC,BATCH9638
PRD001177,DEV0045,MFG008,20210818,100,27,0.0909,On Hold,BATCH2299
PRD001178,DEV0047,MFG010,20191031,97,94,0.039,Failed QC,BATCH4386
PRD001179,DEV0021,MFG005,20191222,44,3,0.0806,On Hold,BATCH7309
PRD001180,DEV0001,MFG009,20210828,189,177,0.1359,Completed,BATCH9709
PRD001181,DEV0040,MFG008,20200608,305,107,0.1105,In Progress,BATCH1668
PRD001182,DEV0001,MFG003,20200416,22,10,0.0093,Completed,BATCH6397
PRD001183,DEV0022,MFG002,20191213,259,207,0.0181,On Hold,BATCH9765
PRD001184,DEV0046,MFG009,20210518,368,358,0.0408,Failed QC,BATCH9184
PRD001185,DEV0011,MFG004,20210128,78,61,0.1237,In Progress,BATCH3749
PRD001186,DEV0006,MFG007,20191212,328,119,0.0027,In Progress,BATCH4631
PRD001187,DEV0020,MFG001,20201114,111,105,0.0386,On Hold,BATCH7642
PRD001188,DEV0020,MFG008,20210413,333,185,0.0444,On Hold,BATCH8621
PRD001189,DEV0002,MFG005,20210119,358,326,0.0866,Completed,BATCH2375
PRD001190,DEV0028,MFG006,20200721,237,199,0.1355,Failed QC,BATCH6747
PRD001191,DEV0003,MFG009,20210718,172,104,0.1245,Failed QC,BATCH4511
PRD001192,DEV0014,MFG003,20210110,141,85,0.1438,In Progress,BATCH7930
PRD001193,DEV0049,MFG001,20200506,465,445,0.0915,On Hold,BATCH4011
PRD001194,DEV0003,MFG001,20211027,336,309,0.0065,In Progress,BATCH5024
PRD001195,DEV0004,MFG002,20200530,56,38,0.0152,Completed,BATCH6458
PRD001196,DEV0008,MFG002,20201021,381,156,0.1035,Failed QC,BATCH5744
PRD001197,DEV0035,MFG005,20201022,397,366,0.1325,In Progress,BATCH9833
PRD001198,DEV0027,MFG006,20190816,457,328,0.125,Failed QC,BATCH2536
PRD001199,DEV0006,MFG001,20200929,252,157,0.0521,In Progress,BATCH7984
PRD001200,DEV0001,MFG010,20210623,8,4,0.0293,Failed QC,BATCH6626
PRD001201,DEV0043,MFG003,20210311,287,254,0.0519,Failed QC,BATCH2319
PRD001202,DEV0017,MFG001,20191105,405,71,0.1462,Completed,BATCH3153
PRD001203,DEV0047,MFG004,20210320,260,225,0.1081,On Hold,BATCH5010
PRD001204,DEV0005,MFG008,20211017,296,212,0.1253,Failed QC,BATCH6115
PRD001205,DEV0023,MFG005,20200219,152,99,0.0315,On Hold,BATCH5333
PRD001206,DEV0009,MFG004,20210825,314,292,0.129,Completed,BATCH3507
PRD001207,DEV0016,MFG008,20211026,291,225,0.0944,Failed QC,BATCH8488
PRD001208,DEV0007,MFG006,20190909,248,228,0.1043,Failed QC,BATCH4184
PRD001209,DEV0009,MFG004,20201010,212,73,0.0061,Completed,BATCH6091
PRD001210,DEV0003,MFG007,20200123,321,79,0.1369,In Progress,BATCH9671
PRD001211,DEV0001,MFG002,20190929,137,137,0.0583,Completed,BATCH6110
PRD001212,DEV0025,MFG003,20210110,490,106,0.1009,On Hold,BATCH1393
PRD001213,DEV0045,MFG005,20211010,319,51,0.1299,On Hold,BATCH2021
PRD001214,DEV0009,MFG008,20200925,456,210,0.0986,Completed,BATCH4508
PRD001215,DEV0002,MFG004,20210927,173,48,0.0268,On Hold,BATCH7895
PRD001216,DEV0021,MFG008,20200531,414,52,0.0363,On Hold,BATCH4999
PRD001217,DEV0011,MFG009,20210224,301,258,0.0025,Completed,BATCH5913
PRD001218,DEV0010,MFG003,20200608,144,18,0.0648,In Progress,BATCH3696
PRD001219,DEV0046,MFG005,20201104,499,134,0.1146,In Progress,BATCH4795
PRD001220,DEV0021,MFG008,20201121,252,247,0.1452,On Hold,BATCH6992
PRD001221,DEV0025,MFG003,20210912,99,19,0.0552,Completed,BATCH8486
PRD001222,DEV0004,MFG005,20210716,443,260,0.1153,In Progress,BATCH3125
PRD001223,DEV0017,MFG002,20200625,46,37,0.1311,Completed,BATCH9604
PRD001224,DEV0018,MFG001,20210907,301,166,0.0574,Completed,BATCH4094
PRD001225,DEV0049,MFG007,20200418,324,249,0.0202,Completed,BATCH9648
PRD001226,DEV0001,MFG009,20201226,232,149,0.1066,In Progress,BATCH9378
PRD001227,DEV0042,MFG007,20210920,277,6,0.0761,Failed QC,BATCH4575
PRD001228,DEV0014,MFG008,20210424,382,103,0.075,Completed,BATCH4201
PRD001229,DEV0010,MFG005,20201130,358,124,0.0132,In Progress,BATCH2903
PRD001230,DEV0032,MFG009,20210527,395,148,0.0036,On Hold,BATCH4436
PRD001231,DEV0045,MFG001,20210703,474,230,0.0032,On Hold,BATCH2674
PRD001232,DEV0044,MFG010,20200824,285,221,0.0835,In Progress,BATCH8177
PRD001233,DEV0028,MFG003,20210212,54,54,0.1474,Failed QC,BATCH3194
PRD001234,DEV0002,MFG006,20210124,37,18,0.0494,Completed,BATCH6331
PRD001235,DEV0002,MFG008,20200405,248,41,0.0603,Failed QC,BATCH2080
PRD001236,DEV0038,MFG007,20191105,367,57,0.1068,In Progress,BATCH3385
PRD001237,DEV0044,MFG008,20191123,143,45,0.0191,Failed QC,BATCH9375
PRD001238,DEV0037,MFG005,20191023,82,3,0.1111,In Progress,BATCH3489
PRD001239,DEV0004,MFG005,20191130,465,406,0.0627,In Progress,BATCH2933
PRD001240,DEV0008,MFG003,20191003,162,141,0.148,Failed QC,BATCH2285
PRD001241,DEV0043,MFG001,20210308,449,350,0.1075,Completed,BATCH7920
PRD001242,DEV0017,MFG002,20210117,62,49,0.0551,Failed QC,BATCH9987
PRD001243,DEV0005,MFG001,20200706,273,81,0.0761,On Hold,BATCH7778
PRD001244,DEV0047,MFG003,20210314,15,7,0.1002,On Hold,BATCH4041
PRD001245,DEV0021,MFG007,20210510,206,15,0.1326,On Hold,BATCH2117
PRD001246,DEV0048,MFG008,20210223,283,153,0.0413,In Progress,BATCH8926
PRD001247,DEV0008,MFG009,20191212,376,36,0.1238,Completed,BATCH5551
PRD001248,DEV0022,MFG009,20210212,290,132,0.1149,On Hold,BATCH4449
PRD001249,DEV0008,MFG004,20190811,47,34,0.0536,Completed,BATCH3620
PRD001250,DEV0018,MFG004,20200801,292,11,0.1114,In Progress,BATCH5420
PRD001251,DEV0034,MFG009,20210503,154,44,0.0059,On Hold,BATCH7175
PRD001252,DEV0022,MFG010,20191213,474,128,0.0174,Failed QC,BATCH4747
PRD001253,DEV0041,MFG001,20210508,345,242,0.0016,Failed QC,BATCH2766
PRD001254,DEV0039,MFG007,20210322,337,323,0.1316,On Hold,BATCH9850
PRD001255,DEV0004,MFG007,20201222,294,102,0.0257,Failed QC,BATCH7968
PRD001256,DEV0046,MFG010,20201221,58,24,0.1399,On Hold,BATCH1200
PRD001257,DEV0027,MFG005,20191124,240,92,0.0097,On Hold,BATCH3444
PRD001258,DEV0019,MFG009,20211119,225,214,0.1094,Completed,BATCH7608
PRD001259,DEV0009,MFG007,20210917,78,7,0.0712,In Progress,BATCH5040
PRD001260,DEV0023,MFG009,20211027,292,182,0.0336,On Hold,BATCH3837
PRD001261,DEV0022,MFG008,20200215,390,87,0.1405,Completed,BATCH9747
PRD001262,DEV0042,MFG007,20200814,161,148,0.0272,Completed,BATCH2613
PRD001263,DEV0011,MFG009,20200701,4,2,0.123,In Progress,BATCH1984
PRD001264,DEV0002,MFG005,20210802,444,292,0.011,On Hold,BATCH3782
PRD001265,DEV0018,MFG009,20210629,81,9,0.1169,Failed QC,BATCH2283
PRD001266,DEV0008,MFG003,20201110,306,70,0.102,Failed QC,BATCH1460
PRD001267,DEV0032,MFG003,20191211,151,94,0.0432,In Progress,BATCH4840
PRD001268,DEV0035,MFG007,20210420,391,236,0.0757,In Progress,BATCH8189
PRD001269,DEV0038,MFG004,20210711,81,1,0.0906,In Progress,BATCH8221
PRD001270,DEV0006,MFG003,20190814,350,311,0.0986,Completed,BATCH7719
PRD001271,DEV0012,MFG004,20200927,58,46,0.0548,Completed,BATCH8201
PRD001272,DEV0028,MFG001,20210911,243,220,0.0692,Failed QC,BATCH7402
PRD001273,DEV0049,MFG007,20200416,398,368,0.0296,In Progress,BATCH6665
PRD001274,DEV0046,MFG003,20200106,406,76,0.0003,In Progress,BATCH8392
PRD001275,DEV0043,MFG010,20210107,199,138,0.1375,Completed,BATCH2747
PRD001276,DEV0030,MFG007,20191112,368,1,0.0048,On Hold,BATCH5445
PRD001277,DEV0017,MFG001,20200326,35,22,0.0931,Failed QC,BATCH8174
PRD001278,DEV0007,MFG002,20210302,26,7,0.0095,Completed,BATCH1854
PRD001279,DEV0031,MFG004,20200629,91,13,0.1432,In Progress,BATCH4653
PRD001280,DEV0042,MFG002,20210817,315,209,0.053,On Hold,BATCH6952
PRD001281,DEV0032,MFG010,20210102,436,12,0.0929,Failed QC,BATCH9730
PRD001282,DEV0035,MFG007,20210316,21,8,0.0184,On Hold,BATCH2115
PRD001283,DEV0025,MFG010,20191110,75,26,0.1287,Completed,BATCH3255
PRD001284,DEV0040,MFG007,20211010,358,201,0.0727,In Progress,BATCH1288
PRD001285,DEV0004,MFG002,20200127,214,134,0.0347,In Progress,BATCH3563
PRD001286,DEV0041,MFG008,20211109,296,204,0.0766,In Progress,BATCH6685
PRD001287,DEV0037,MFG009,20191113,406,340,0.0939,Completed,BATCH4883
PRD001288,DEV0044,MFG007,20210511,354,110,0.1287,Failed QC,BATCH7714
PRD001289,DEV0050,MFG003,20201006,229,62,0.0666,Completed,BATCH6635
PRD001290,DEV0003,MFG005,20200622,395,41,0.1146,Completed,BATCH4332
PRD001291,DEV0029,MFG007,20201202,361,184,0.1479,Completed,BATCH1069
PRD001292,DEV0010,MFG007,20200216,134,70,0.0617,On Hold,BATCH3829
PRD001293,DEV0033,MFG004,20201005,75,42,0.0939,On Hold,BATCH7646
PRD001294,DEV0050,MFG004,20200611,261,20,0.0863,Completed,BATCH9223
PRD001295,DEV0036,MFG004,20210710,30,14,0.1105,In Progress,BATCH5625
PRD001296,DEV0043,MFG001,20210907,86,31,0.1188,Completed,BATCH4176
PRD001297,DEV0037,MFG005,20200507,184,116,0.0394,Completed,BATCH8849
PRD001298,DEV0006,MFG008,20210531,398,371,0.0612,On Hold,BATCH4036
PRD001299,DEV0001,MFG006,20191120,187,186,0.119,On Hold,BATCH6727
PRD001300,DEV0001,MFG009,20200121,166,83,0.0018,In Progress,BATCH7754
PRD001301,DEV0030,MFG006,20211003,226,63,0.0147,In Progress,BATCH5172
PRD001302,DEV0028,MFG007,20210725,295,15,0.0883,Completed,BATCH9566
PRD001303,DEV0031,MFG010,20201102,136,130,0.1311,Failed QC,BATCH2511
PRD001304,DEV0003,MFG004,20211029,31,29,0.1035,Failed QC,BATCH2431
PRD001305,DEV0006,MFG008,20211128,167,44,0.1028,On Hold,BATCH2587
PRD001306,DEV0001,MFG003,20201226,163,33,0.1262,On Hold,BATCH7706
PRD001307,DEV0038,MFG002,20200215,51,33,0.1184,Completed,BATCH9833
PRD001308,DEV0048,MFG010,20190816,136,108,0.1265,In Progress,BATCH9484
PRD001309,DEV0045,MFG007,20200702,109,59,0.1449,Completed,BATCH3848
PRD001310,DEV0043,MFG006,20200704,307,217,0.1402,Completed,BATCH9919
PRD001311,DEV0012,MFG006,20200414,315,132,0.0035,On Hold,BATCH5543
PRD001312,DEV0047,MFG009,20201102,12,7,0.0305,Completed,BATCH9579
PRD001313,DEV0024,MFG006,20210519,377,16,0.0505,On Hold,BATCH6469
PRD001314,DEV0035,MFG006,20191110,372,261,0.0312,In Progress,BATCH8335
PRD001315,DEV0017,MFG006,20210518,368,80,0.1076,Completed,BATCH5912
PRD001316,DEV0038,MFG010,20211123,209,131,0.0207,On Hold,BATCH6781
PRD001317,DEV0026,MFG010,20210218,283,52,0.146,On Hold,BATCH9495
PRD001318,DEV0030,MFG009,20201120,149,35,0.0393,In Progress,BATCH3653
PRD001319,DEV0010,MFG010,20201209,219,138,0.0251,On Hold,BATCH5074
PRD001320,DEV0048,MFG008,20210419,23,8,0.0039,On Hold,BATCH9307
PRD001321,DEV0026,MFG004,20200806,480,349,0.1302,On Hold,BATCH5988
PRD001322,DEV0033,MFG001,20191103,406,330,0.1361,Failed QC,BATCH6645
PRD001323,DEV0045,MFG003,20211103,491,43,0.015,On Hold,BATCH9847
PRD001324,DEV0027,MFG001,20191107,355,298,0.1165,Completed,BATCH1429
PRD001325,DEV0001,MFG004,20210209,235,34,0.0431,On Hold,BATCH1133
PRD001326,DEV0008,MFG008,20210207,305,180,0.0923,Completed,BATCH2105
PRD001327,DEV0013,MFG009,20210922,124,6,0.1168,Completed,BATCH3247
PRD001328,DEV0026,MFG009,20201219,143,8,0.0291,Failed QC,BATCH4690
PRD001329,DEV0006,MFG001,20200227,429,163,0.1491,Failed QC,BATCH2531
PRD001330,DEV0031,MFG002,20191012,148,132,0.1037,Completed,BATCH1636
PRD001331,DEV0023,MFG001,20201201,314,74,0.0892,In Progress,BATCH7108
PRD001332,DEV0045,MFG007,20200606,196,96,0.0937,Completed,BATCH4539
PRD001333,DEV0044,MFG001,20210929,181,125,0.1353,Failed QC,BATCH2657
PRD001334,DEV0008,MFG007,20210508,130,102,0.1374,Completed,BATCH8839
PRD001335,DEV0046,MFG001,20201202,309,30,0.0064,Completed,BATCH7769
PRD001336,DEV0035,MFG005,20200711,241,164,0.0536,Failed QC,BATCH6344
PRD001337,DEV0023,MFG004,20200531,412,401,0.0321,Completed,BATCH4936
PRD001338,DEV0003,MFG004,20200413,215,9,0.0285,Completed,BATCH1396
PRD001339,DEV0011,MFG010,20190821,138,40,0.0119,In Progress,BATCH3288
PRD001340,DEV0035,MFG004,20210727,271,215,0.0901,Failed QC,BATCH3560
PRD001341,DEV0022,MFG002,20211125,30,9,0.0692,Failed QC,BATCH4698
PRD001342,DEV0035,MFG004,20200406,357,314,0.0557,On Hold,BATCH7289
PRD001343,DEV0007,MFG009,20191005,101,60,0.0786,On Hold,BATCH2448
PRD001344,DEV0044,MFG004,20191211,479,374,0.0577,Completed,BATCH6242
PRD001345,DEV0009,MFG009,20210521,411,267,0.0546,Failed QC,BATCH3910
PRD001346,DEV0029,MFG003,20211117,428,377,0.063,Failed QC,BATCH4187
PRD001347,DEV0024,MFG010,20210609,140,72,0.1142,On Hold,BATCH1984
PRD001348,DEV0003,MFG001,20210303,276,197,0.0435,Failed QC,BATCH2961
PRD001349,DEV0029,MFG001,20200215,274,196,0.0466,In Progress,BATCH9146
PRD001350,DEV0026,MFG007,20210124,201,27,0.0738,Completed,BATCH3142
PRD001351,DEV0011,MFG003,20210223,226,195,0.0314,Failed QC,BATCH6208
PRD001352,DEV0042,MFG010,20210316,203,21,0.0223,On Hold,BATCH8177
PRD001353,DEV0029,MFG010,20200626,291,183,0.1302,Completed,BATCH4913
PRD001354,DEV0003,MFG005,20200112,38,29,0.1112,Failed QC,BATCH5449
PRD001355,DEV0013,MFG009,20210625,166,64,0.1144,In Progress,BATCH4356
PRD001356,DEV0007,MFG005,20200606,64,50,0.0246,Completed,BATCH4592
PRD001357,DEV0001,MFG005,20210707,141,54,0.1474,On Hold,BATCH3717
PRD001358,DEV0006,MFG002,20201116,82,11,0.0998,On Hold,BATCH4753
PRD001359,DEV0047,MFG006,20211001,165,118,0.0492,Failed QC,BATCH8604
PRD001360,DEV0045,MFG007,20200530,239,146,0.1351,In Progress,BATCH7161
PRD001361,DEV0034,MFG009,20210509,371,369,0.0276,In Progress,BATCH9888
PRD001362,DEV0016,MFG007,20211105,335,105,0.0125,On Hold,BATCH1452
PRD001363,DEV0018,MFG001,20200522,491,446,0.0582,In Progress,BATCH9915
PRD001364,DEV0014,MFG004,20200503,122,75,0.0237,Failed QC,BATCH6389
PRD001365,DEV0029,MFG007,20210124,188,147,0.1153,Failed QC,BATCH1495
PRD001366,DEV0031,MFG006,20191229,461,328,0.0582,Failed QC,BATCH7336
PRD001367,DEV0048,MFG010,20200402,422,241,0.1146,On Hold,BATCH7831
PRD001368,DEV0001,MFG007,20210706,404,356,0.0183,In Progress,BATCH5421
PRD001369,DEV0044,MFG006,20210212,393,342,0.0372,Failed QC,BATCH8584
PRD001370,DEV0033,MFG007,20210916,481,106,0.1124,Failed QC,BATCH9833
PRD001371,DEV0047,MFG008,20210811,201,172,0.023,Failed QC,BATCH2248
PRD001372,DEV0016,MFG003,20210525,80,64,0.1087,Failed QC,BATCH2975
PRD001373,DEV0003,MFG002,20191128,99,56,0.0283,In Progress,BATCH5707
PRD001374,DEV0041,MFG001,20200208,41,1,0.0945,Completed,BATCH3326
PRD001375,DEV0044,MFG008,20200404,132,130,0.0955,Completed,BATCH5609
PRD001376,DEV0016,MFG001,20200817,155,26,0.0278,In Progress,BATCH6654
PRD001377,DEV0028,MFG006,20201208,394,245,0.1376,On Hold,BATCH9158
PRD001378,DEV0036,MFG005,20201204,29,11,0.0064,On Hold,BATCH8154
PRD001379,DEV0011,MFG007,20200225,8,7,0.0472,Completed,BATCH2835
PRD001380,DEV0012,MFG002,20200913,304,96,0.0784,In Progress,BATCH5058
PRD001381,DEV0004,MFG003,20200312,153,41,0.0293,Failed QC,BATCH3370
PRD001382,DEV0012,MFG004,20210530,285,100,0.0376,Completed,BATCH8008
PRD001383,DEV0036,MFG010,20211008,104,71,0.1107,On Hold,BATCH3975
PRD001384,DEV0024,MFG003,20191006,36,27,0.0544,Completed,BATCH8913
PRD001385,DEV0038,MFG009,20191021,37,26,0.1397,Completed,BATCH7098
PRD001386,DEV0004,MFG001,20210612,254,96,0.1254,Completed,BATCH3620
PRD001387,DEV0045,MFG005,20210809,154,111,0.0717,In Progress,BATCH7260
PRD001388,DEV0026,MFG001,20200620,102,89,0.1369,On Hold,BATCH4025
PRD001389,DEV0030,MFG001,20201020,222,123,0.0916,Failed QC,BATCH9566
PRD001390,DEV0036,MFG005,20200916,156,116,0.0473,Failed QC,BATCH3861
PRD001391,DEV0027,MFG010,20191219,219,47,0.0738,Completed,BATCH8414
PRD001392,DEV0035,MFG006,20210116,232,209,0.0969,Completed,BATCH1628
PRD001393,DEV0010,MFG009,20210316,70,54,0.0693,In Progress,BATCH1260
PRD001394,DEV0048,MFG003,20201216,221,186,0.1288,Failed QC,BATCH8677
PRD001395,DEV0007,MFG008,20200407,444,181,0.1206,Completed,BATCH9513
PRD001396,DEV0016,MFG010,20200306,182,153,0.0991,Failed QC,BATCH1956
PRD001397,DEV0026,MFG005,20191108,182,100,0.0124,Completed,BATCH4222
PRD001398,DEV0022,MFG008,20200419,306,137,0.0678,On Hold,BATCH8853
PRD001399,DEV0019,MFG010,20190912,180,139,0.0264,Failed QC,BATCH8523
PRD001400,DEV0004,MFG006,20210426,41,31,0.0629,In Progress,BATCH2541
PRD001401,DEV0023,MFG004,20210227,149,76,0.0136,In Progress,BATCH8511
PRD001402,DEV0010,MFG007,20210318,289,148,0.1158,On Hold,BATCH1394
PRD001403,DEV0015,MFG005,20210210,303,149,0.004,Failed QC,BATCH4823
PRD001404,DEV0036,MFG004,20210219,407,257,0.0388,Completed,BATCH2227
PRD001405,DEV0042,MFG005,20210306,344,146,0.0384,In Progress,BATCH2187
PRD001406,DEV0028,MFG006,20191222,291,52,0.0093,On Hold,BATCH6177
PRD001407,DEV0044,MFG008,20201012,290,129,0.1423,In Progress,BATCH5394
PRD001408,DEV0040,MFG002,20201116,451,350,0.0977,Failed QC,BATCH4994
PRD001409,DEV0040,MFG004,20210316,301,62,0.0989,On Hold,BATCH8191
PRD001410,DEV0003,MFG010,20210310,403,173,0.1342,In Progress,BATCH2466
PRD001411,DEV0020,MFG008,20200508,32,21,0.0572,On Hold,BATCH7591
PRD001412,DEV0022,MFG005,20211002,315,267,0.0312,Failed QC,BATCH5465
PRD001413,DEV0028,MFG010,20200723,361,333,0.0442,In Progress,BATCH5660
PRD001414,DEV0026,MFG009,20201112,62,8,0.1376,On Hold,BATCH1244
PRD001415,DEV0013,MFG007,20210930,380,189,0.0592,Failed QC,BATCH6324
PRD001416,DEV0038,MFG003,20200117,474,179,0.0703,On Hold,BATCH4473
PRD001417,DEV0010,MFG005,20210711,57,14,0.0545,Completed,BATCH5368
PRD001418,DEV0001,MFG010,20191029,413,51,0.1479,Completed,BATCH1772
PRD001419,DEV0020,MFG009,20200102,204,46,0.07,Completed,BATCH8959
PRD001420,DEV0023,MFG010,20200521,15,15,0.0013,On Hold,BATCH5952
PRD001421,DEV0015,MFG005,20210103,115,64,0.0254,Failed QC,BATCH4570
PRD001422,DEV0015,MFG006,20210228,256,200,0.0506,In Progress,BATCH1296
PRD001423,DEV0011,MFG009,20200624,134,104,0.0438,In Progress,BATCH7701
PRD001424,DEV0028,MFG002,20200608,487,335,0.0794,On Hold,BATCH9471
PRD001425,DEV0029,MFG005,20200927,214,91,0.1333,Failed QC,BATCH9745
PRD001426,DEV0039,MFG009,20210610,128,64,0.0231,On Hold,BATCH6280
PRD001427,DEV0009,MFG004,20200404,169,121,0.1441,Completed,BATCH4972
PRD001428,DEV0046,MFG005,20210805,415,186,0.0727,In Progress,BATCH1579
PRD001429,DEV0032,MFG002,20201123,160,59,0.0739,Completed,BATCH2157
PRD001430,DEV0025,MFG010,20201105,77,61,0.1429,On Hold,BATCH9270
PRD001431,DEV0018,MFG001,20210927,137,70,0.0038,Failed QC,BATCH6463
PRD001432,DEV0018,MFG006,20210720,471,103,0.1418,Completed,BATCH8378
PRD001433,DEV0006,MFG005,20200811,296,275,0.0436,Completed,BATCH7179
PRD001434,DEV0035,MFG005,20210210,154,48,0.0446,Failed QC,BATCH8400
PRD001435,DEV0026,MFG010,20211007,254,202,0.0742,In Progress,BATCH3271
PRD001436,DEV0038,MFG005,20201117,438,241,0.0417,In Progress,BATCH7086
PRD001437,DEV0049,MFG008,20190809,278,169,0.0425,Completed,BATCH3910
PRD001438,DEV0042,MFG007,20201012,128,69,0.0282,Failed QC,BATCH4984
PRD001439,DEV0047,MFG003,20200514,311,82,0.0172,Completed,BATCH2503
PRD001440,DEV0007,MFG002,20211019,253,215,0.0461,In Progress,BATCH2108
PRD001441,DEV0016,MFG004,20210420,152,29,0.1102,In Progress,BATCH5451
PRD001442,DEV0047,MFG002,20211106,105,30,0.1485,Completed,BATCH1363
PRD001443,DEV0050,MFG007,20210819,457,174,0.0889,On Hold,BATCH1413
PRD001444,DEV0008,MFG009,20210310,336,138,0.0737,In Progress,BATCH8892
PRD001445,DEV0027,MFG004,20210617,275,236,0.0007,Failed QC,BATCH2734
PRD001446,DEV0027,MFG003,20200213,337,180,0.0613,Failed QC,BATCH3207
PRD001447,DEV0028,MFG009,20201108,113,91,0.0807,In Progress,BATCH1223
PRD001448,DEV0026,MFG010,20210527,289,15,0.0498,Completed,BATCH5140
PRD001449,DEV0047,MFG002,20191224,41,26,0.0779,Completed,BATCH9569
PRD001450,DEV0007,MFG001,20210317,446,362,0.1327,Failed QC,BATCH5881
PRD001451,DEV0003,MFG006,20190909,72,28,0.0417,On Hold,BATCH2666
PRD001452,DEV0048,MFG004,20200816,292,142,0.0508,In Progress,BATCH2235
PRD001453,DEV0005,MFG007,20210717,47,23,0.0964,On Hold,BATCH4509
PRD001454,DEV0032,MFG008,20201124,322,207,0.0244,Completed,BATCH7885
PRD001455,DEV0021,MFG006,20191208,135,12,0.0451,On Hold,BATCH8733
PRD001456,DEV0038,MFG004,20201026,5,5,0.065,On Hold,BATCH9232
PRD001457,DEV0029,MFG005,20200502,61,27,0.0,On Hold,BATCH5955
PRD001458,DEV0019,MFG004,20211017,176,121,0.0611,Completed,BATCH9526
PRD001459,DEV0016,MFG001,20200319,72,64,0.0867,On Hold,BATCH4632
PRD001460,DEV0012,MFG009,20190814,254,18,0.0952,On Hold,BATCH7436
PRD001461,DEV0027,MFG007,20200127,99,45,0.0657,In Progress,BATCH6547
PRD001462,DEV0014,MFG010,20191216,319,56,0.0095,On Hold,BATCH3812
PRD001463,DEV0010,MFG004,20200630,78,71,0.0078,Completed,BATCH5944
PRD001464,DEV0026,MFG001,20210709,38,31,0.1473,Completed,BATCH9841
PRD001465,DEV0049,MFG008,20190815,299,199,0.0429,On Hold,BATCH7680
PRD001466,DEV0040,MFG004,20191219,452,265,0.0941,Failed QC,BATCH3709
PRD001467,DEV0005,MFG004,20210316,97,62,0.0674,In Progress,BATCH7392
PRD001468,DEV0049,MFG005,20200423,427,303,0.0086,In Progress,BATCH6865
PRD001469,DEV0007,MFG008,20200328,447,105,0.0788,Completed,BATCH2154
PRD001470,DEV0048,MFG006,20211003,60,39,0.1272,Completed,BATCH5654
PRD001471,DEV0050,MFG010,20210308,215,133,0.1272,Completed,BATCH6842
PRD001472,DEV0033,MFG003,20200805,113,88,0.1437,Failed QC,BATCH9359
PRD001473,DEV0022,MFG006,20201007,15,3,0.0532,Completed,BATCH7522
PRD001474,DEV0020,MFG006,20210626,313,296,0.001,In Progress,BATCH2642
PRD001475,DEV0038,MFG009,20210218,316,127,0.023,In Progress,BATCH9529
PRD001476,DEV0047,MFG006,20210820,17,16,0.1352,On Hold,BATCH2040
PRD001477,DEV0043,MFG007,20210608,443,263,0.0277,Failed QC,BATCH4477
PRD001478,DEV0042,MFG006,20210201,177,130,0.0593,On Hold,BATCH5595
PRD001479,DEV0033,MFG008,20210715,380,375,0.0219,Failed QC,BATCH2453
PRD001480,DEV0047,MFG010,20190808,270,10,0.1134,Completed,BATCH5314
PRD001481,DEV0015,MFG003,20200102,304,149,0.1294,Failed QC,BATCH5316
PRD001482,DEV0037,MFG009,20210326,396,52,0.0984,In Progress,BATCH2429
PRD001483,DEV0043,MFG001,20200713,378,40,0.0364,In Progress,BATCH3114
PRD001484,DEV0035,MFG007,20210726,250,208,0.0132,In Progress,BATCH8732
PRD001485,DEV0023,MFG008,20210706,1,1,0.0654,Failed QC,BATCH3259
PRD001486,DEV0050,MFG006,20200725,199,15,0.0119,In Progress,BATCH2602
PRD001487,DEV0016,MFG004,20210331,18,9,0.0686,In Progress,BATCH5044
PRD001488,DEV0020,MFG005,20200814,401,317,0.0161,In Progress,BATCH6963
PRD001489,DEV0025,MFG008,20210709,410,98,0.087,In Progress,BATCH6100
PRD001490,DEV0048,MFG003,20200714,72,4,0.1047,On Hold,BATCH6731
PRD001491,DEV0031,MFG003,20200107,117,32,0.0408,Failed QC,BATCH6422
PRD001492,DEV0016,MFG006,20191024,85,75,0.1259,On Hold,BATCH3194
PRD001493,DEV0038,MFG006,20210216,113,55,0.1498,Completed,BATCH2975
PRD001494,DEV0023,MFG001,20210904,467,65,0.1287,Failed QC,BATCH8836
PRD001495,DEV0003,MFG009,20210129,65,23,0.0381,In Progress,BATCH3726
PRD001496,DEV0027,MFG006,20200530,225,71,0.0583,Failed QC,BATCH8996
PRD001497,DEV0019,MFG009,20200627,119,95,0.0105,Failed QC,BATCH4046
PRD001498,DEV0045,MFG002,20210927,160,32,0.0761,On Hold,BATCH9986
PRD001499,DEV0009,MFG007,20200403,411,9,0.1455,Failed QC,BATCH8335
PRD001500,DEV0006,MFG006,20190920,219,123,0.1342,In Progress,BATCH4736
PRD001501,DEV0041,MFG007,20200513,26,11,0.1485,Failed QC,BATCH7440
PRD001502,DEV0032,MFG008,20190807,229,80,0.0907,On Hold,BATCH3327
